Date,Open,High,Low,Close,Adj Close,Volume,Return_1W,Return_4W,Return_12W,Return_26W,Return_52W
2011-08-05,1346.6800537109375,1346.6800537109375,1342.5,1342.5,1342.5,0,,,,,
2011-08-12,1339.5999755859375,1339.5999755859375,1307.3800048828125,1308.0,1308.0,0,-0.025698324022346397,,,,
2011-08-19,1286.5799560546875,1286.5799560546875,1247.7900390625,1247.7900390625,1247.7900390625,0,-0.04603208022744654,,,,
2011-08-26,1247.7900390625,1253.6400146484375,1210.4599609375,1210.4599609375,1210.4599609375,0,-0.029916954741077362,,,,
2011-09-02,1177.31005859375,1222.530029296875,1177.31005859375,1222.530029296875,1222.530029296875,0,0.009971472621057798,-0.08936310666899439,,,
2011-09-09,1225.3900146484375,1250.22998046875,1225.3900146484375,1249.8199462890625,1249.8199462890625,0,0.022322492158235896,-0.044480163387566884,,,
2011-09-16,1242.6500244140625,1242.6500244140625,1198.530029296875,1213.8699951171875,1213.8699951171875,0,-0.02876410420446307,-0.027184095788100326,,,
2011-09-23,1211.93994140625,1241.510009765625,1206.010009765625,1206.010009765625,1206.010009765625,0,-0.0064751459243407306,-0.003676248133336446,,,
2011-09-30,1200.550048828125,1216.5400390625,1195.4000244140625,1195.4000244140625,1195.4000244140625,0,-0.00879759310921846,-0.02219168791985915,,,
2011-10-07,1194.1500244140625,1194.1500244140625,1148.1500244140625,1186.25,1186.25,0,-0.007654361909978591,-0.050863283529610004,,,
2011-10-14,1173.699951171875,1232.5999755859375,1170.699951171875,1227.800048828125,1227.800048828125,0,0.035026384681243306,0.011475737737131064,,,
2011-10-21,1231.050048828125,1246.8499755859375,1199.5,1202.949951171875,1202.949951171875,0,-0.020239531412275302,-0.0025373409581771478,,,
2011-10-28,1209.949951171875,1223.8499755859375,1183.8499755859375,1220.199951171875,1220.199951171875,0,0.014339748701261978,0.02074613204895015,-0.09109873283286773,,
2011-11-04,1220.8499755859375,1277.449951171875,1212.5,1272.300048828125,1272.300048828125,0,0.042698000115647616,0.07253955644099053,-0.027293540651280535,,
2011-11-11,1271.449951171875,1276.800048828125,1213.5,1217.9000244140625,1217.9000244140625,0,-0.0427572288975141,-0.008063222039705553,-0.023954362282691988,,
2011-11-18,1217.550048828125,1227.1500244140625,1130.199951171875,1161.75,1161.75,0,-0.04610396854296517,-0.034249098336750716,-0.040240869181475625,,
2011-11-25,1149.699951171875,1167.75,1098.050048828125,1149.0999755859375,1149.0999755859375,0,-0.010888766442059383,-0.058269118530658304,-0.060064008205319874,,
2011-12-02,1163.199951171875,1215.800048828125,1154.3499755859375,1211.449951171875,1211.449951171875,0,0.054259835445688465,-0.04782684533597015,-0.030700418273139962,,
2011-12-09,1212.3499755859375,1229.8499755859375,1162.0,1174.0,1174.0,0,-0.030913329218139385,-0.03604567167586925,-0.032845358463068686,,
2011-12-16,1179.050048828125,1184.949951171875,1115.5,1123.6500244140625,1123.6500244140625,0,-0.04288754308853282,-0.03279533082499464,-0.06829129500141407,,
2011-12-23,1128.699951171875,1135.4000244140625,1091.699951171875,1128.050048828125,1128.050048828125,0,0.003915831725591623,-0.018318620838085886,-0.056340952158629776,,
2011-12-30,1130.300048828125,1136.699951171875,1096.0,1114.300048828125,1114.300048828125,0,-0.012189175484087933,-0.0801930795818463,-0.060653278121707066,,
2012-01-06,1114.300048828125,1149.199951171875,1103.9000244140625,1114.9000244140625,1114.9000244140625,0,0.0005384327018278512,-0.05034069470693148,-0.09195310304949089,,
2012-01-13,1119.75,1193.949951171875,1111.0999755859375,1179.5,1179.5,0,0.057942393193405994,0.049704066544261405,-0.019493704745597085,,
2012-01-20,1177.6500244140625,1201.800048828125,1139.6500244140625,1155.4000244140625,1155.4000244140625,0,-0.0204323659058393,0.02424535650200088,-0.05310599028919716,,
2012-01-27,1158.550048828125,1225.300048828125,1150.0999755859375,1222.050048828125,1222.050048828125,0,0.05768566990282231,0.09669747400021866,-0.03949540051207545,,
2012-02-03,1217.0,1263.8499755859375,1192.5999755859375,1255.6500244140625,1255.6500244140625,0,0.02749476227930092,0.12624450346924276,0.03099597605982618,-0.06469271924464615,
2012-02-10,1268.1500244140625,1302.4000244140625,1237.0,1296.9000244140625,1296.9000244140625,0,0.032851510530769845,0.0995337214192984,0.11633313915563814,-0.00848621986692466,
2012-02-17,1296.1500244140625,1345.9000244140625,1280.0999755859375,1304.25,1304.25,0,0.005667341697566997,0.12882981862617116,0.13501873440990186,0.045247965739428464,
